codigo_ibge,descricao,gramas,padrao
7104101-6,espetinho,46,false
7104101-6,grama,1,true
7104101-6,pedaco,95,false
7104101-6,quilo,1000,false
7104101-7,bife,190,false
7104101-7,colher de arroz/servir,70,false
7104101-7,grama,1,true
7104101-7,pedaco,95,false
7104101-7,porcao,95,false
7104101-7,quilo,1000,false
7104101-8,grama,1,true
7104101-8,pedaco,95,false
7104101-8,quilo,1000,false
7104101-10,grama,1,true
7104101-10,pedaco,95,false
7104101-10,quilo,1000,false
7104101-13,grama,1,true
7104101-13,pedaco,95,false
7104101-13,quilo,1000,false
7104101-99,grama,1,true
7104101-99,porcao,95,false
7104101-99,quilo,1000,false
7104301-1,colher de arroz/servir,60,false
7104301-1,colher de sopa,25,false
7104301-1,concha,120,false
7104301-1,grama,1,true
7104301-1,porcao,63,false
7104301-1,quilo,1000,false
7104301-2,bola,50,false
7104301-2,colher de arroz/servir,60,false
7104301-2,colher de sobremesa,12.5,false
7104301-2,colher de sopa,25,false
7104301-2,concha,120,false
7104301-2,escumadeira,60,false
7104301-2,grama,1,true
7104301-2,porcao,63,false
7104301-2,prato raso,60,false
7104301-2,quilo,1000,false
7104301-4,colher de arroz/servir,60,false
7104301-4,colher de sopa,25,false
7104301-4,concha,120,false
7104301-4,fatia,90,false
7104301-4,grama,1,true
7104301-4,quilo,1000,false
7104301-5,bife,100,false
7104301-5,bola,50,false
7104301-5,colher de arroz/servir,60,false
7104301-5,colher de sobremesa,12.5,false
7104301-5,colher de sopa,25,false
7104301-5,concha,120,false
7104301-5,escumadeira,60,false
7104301-5,grama,1,true
7104301-5,porcao,63,false
7104301-5,quilo,1000,false
7104301-6,colher de arroz/servir,60,false
7104301-6,grama,1,true
7104301-6,porcao,63,false
7104301-6,quilo,1000,false
7104301-7,colher de arroz/servir,60,false
7104301-7,colher de sopa,25,false
7104301-7,concha,120,false
7104301-7,escumadeira,60,false
7104301-7,grama,1,true
7104301-7,pegador,30,false
7104301-7,porcao,63,false
7104301-7,quilo,1000,false
7104301-8,colher de arroz/servir,60,false
7104301-8,colher de sobremesa,12.5,false
7104301-8,colher de sopa,25,false
7104301-8,concha,120,false
7104301-8,escumadeira,60,false
7104301-8,grama,1,true
7104301-8,pegador,30,false
7104301-8,porcao,63,false
7104301-8,prato fundo,180,false
7104301-8,prato raso,60,false
7104301-8,quilo,1000,false
7104301-9,colher de arroz/servir,60,false
7104301-9,grama,1,true
7104301-9,quilo,1000,false
7104301-10,colher de sopa,25,false
7104301-10,grama,1,true
7104301-10,porcao,63,false
7104301-10,quilo,1000,false
7104301-13,colher de arroz/servir,60,false
7104301-13,colher de sobremesa,12.5,false
7104301-13,colher de sopa,25,false
7104301-13,concha,120,false
7104301-13,grama,1,true
7104301-13,porcao,63,false
7104301-13,prato fundo,180,false
7104301-13,quilo,1000,false
7104301-15,colher de arroz/servir,40,false
7104301-15,colher de sopa,20,false
7104301-15,concha,130,false
7104301-15,grama,1,true
7104301-15,prato fundo,180,false
7104301-15,quilo,1000,false
7104301-15,tigela,300,false
7104301-99,colher de arroz/servir,60,false
7104301-99,colher de sopa,25,false
7104301-99,grama,1,true
7104301-99,quilo,1000,false
7104302-99,colher de arroz/servir,70,false
7104302-99,colher de sopa,30,false
7104302-99,concha,120,false
7104302-99,grama,1,true
7104302-99,porcao,63,false
7104302-99,quilo,1000,false
7104501-3,colher de sopa,35,false
7104501-3,grama,1,true
7104501-3,quilo,1000,false
7104501-5,colher de sopa,35,false
7104501-5,grama,1,true
7104501-5,porcao,93.5,false
7104501-5,quilo,1000,false
7104601-2,bife,100,false
7104601-2,colher de arroz/servir,70,false
7104601-2,concha,140,false
7104601-2,grama,1,true
7104601-2,pedaco,35,false
7104601-2,porcao,100,false
7104601-2,quilo,1000,false
7104601-4,bife,100,false
7104601-4,grama,1,true
7104601-4,pedaco,35,false
7104601-4,quilo,1000,false
7104601-5,bife,100,false
7104601-5,colher de sopa,30,false
7104601-5,grama,1,true
7104601-5,pedaco,35,false
7104601-5,quilo,1000,false
7104701-2,grama,1,true
7104701-2,pedaco,30,false
7104701-2,quilo,1000,false
7104701-3,grama,1,true
7104701-3,pedaco,30,false
7104701-3,quilo,1000,false
7104701-4,grama,1,true
7104701-4,pedaco,30,false
7104701-4,quilo,1000,false
7104701-5,colher de arroz/servir,70,false
7104701-5,grama,1,true
7104701-5,pedaco,30,false
7104701-5,porcao,90,false
7104701-5,quilo,1000,false
7104701-5,rodela,35,false
7104701-7,grama,1,true
7104701-7,pedaco,30,false
7104701-7,porcao,90,false
7104701-7,quilo,1000,false
7105001-2,colher de sopa,30,false
7105001-2,grama,1,true
7105001-2,pedaco,212,false
7105001-2,quilo,1000,false
7105103-99,colher de arroz/servir,117,false
7105103-99,colher de sopa,14,false
7105103-99,concha,142,false
7105103-99,grama,1,true
7105103-99,porcao,150,false
7105103-99,quilo,1000,false
7105203-2,grama,1,true
7105203-2,pedaco,40,false
7105203-2,porcao,40,false
7105203-2,quilo,1000,false
7105401-2,grama,1,true
7105401-2,pedaco,70,false
7105401-2,quilo,1000,false
7105401-3,grama,1,true
7105401-3,pedaco,70,false
7105401-3,quilo,1000,false
7105401-4,grama,1,true
7105401-4,pedaco,70,false
7105401-4,quilo,1000,false
7105402-2,concha,140,false
7105402-2,fatia,90,false
7105402-2,garfada,30,false
7105402-2,grama,1,true
7105402-2,pedaco,70,false
7105402-2,porcao,70,false
7105402-2,quilo,1000,false
7105402-3,grama,1,true
7105402-3,pedaco,70,false
7105402-3,quilo,1000,false
7105402-4,grama,1,true
7105402-4,pedaco,70,false
7105402-4,quilo,1000,false
7105402-5,grama,1,true
7105402-5,pedaco,70,false
7105402-5,quilo,1000,false
7105403-2,colher de arroz/servir,70,false
7105403-2,grama,1,true
7105403-2,pedaco,70,false
7105403-2,porcao,70,false
7105403-2,quilo,1000,false
7105403-4,grama,1,true
7105403-4,pedaco,70,false
7105403-4,quilo,1000,false
7105403-5,colher de arroz/servir,70,false
7105403-5,grama,1,true
7105403-5,pedaco,70,false
7105403-5,porcao,70,false
7105403-5,quilo,1000,false
7105403-13,escumadeira,70,false
7105403-13,grama,1,true
7105403-13,pedaco,70,false
7105403-13,quilo,1000,false
7105405-1,grama,1,true
7105405-1,pedaco,70,false
7105405-1,quilo,1000,false
7105405-2,grama,1,true
7105405-2,pedaco,70,false
7105405-2,porcao,70,false
7105405-2,quilo,1000,false
7105405-5,grama,1,true
7105405-5,pedaco,70,false
7105405-5,porcao,70,false
7105405-5,quilo,1000,false
7105601-2,bife,100,false
7105601-2,colher de arroz/servir,70,false
7105601-2,colher de sopa,30,false
7105601-2,grama,1,true
7105601-2,pedaco,70,false
7105601-2,porcao,85,false
7105601-2,quilo,1000,false
7105601-3,fatia,28.3,false
7105601-3,grama,1,true
7105601-3,pedaco,70,false
7105601-3,quilo,1000,false
7105601-4,bife,100,false
7105601-4,fatia,28.3,false
7105601-4,grama,1,true
7105601-4,pedaco,70,false
7105601-4,porcao,85,false
7105601-4,quilo,1000,false
7105601-5,bife,100,false
7105601-5,grama,1,true
7105601-5,pedaco,70,false
7105601-5,quilo,1000,false
7105601-13,grama,1,true
7105601-13,pedaco,70,false
7105601-13,quilo,1000,false
7105602-2,bife,100,false
7105602-2,concha,140,false
7105602-2,grama,1,true
7105602-2,pedaco,70,false
7105602-2,quilo,1000,false
7105602-3,grama,1,true
7105602-3,pedaco,70,false
7105602-3,quilo,1000,false
7105602-4,grama,1,true
7105602-4,pedaco,70,false
7105602-4,quilo,1000,false
7105602-5,grama,1,true
7105602-5,pedaco,70,false
7105602-5,quilo,1000,false
7105801-2,concha,140,false
7105801-2,grama,1,true
7105801-2,quilo,1000,false
7106301-2,grama,1,true
7106301-2,pedaco,42,false
7106301-2,quilo,1000,false
7106301-3,grama,1,true
7106301-3,pedaco,42,false
7106301-3,quilo,1000,false
7106301-4,bife,100,false
7106301-4,fatia,42,false
7106301-4,grama,1,true
7106301-4,pedaco,42,false
7106301-4,quilo,1000,false
7106301-5,grama,1,true
7106301-5,pedaco,42,false
7106301-5,quilo,1000,false
7106401-2,grama,1,true
7106401-2,pedaco,35,false
7106401-2,quilo,1000,false
7106401-4,bife,100,false
7106401-4,grama,1,true
7106401-4,pedaco,35,false
7106401-4,quilo,1000,false
7106401-5,bife,100,false
7106401-5,grama,1,true
7106401-5,pedaco,35,false
7106401-5,quilo,1000,false
7106401-7,grama,1,true
7106401-7,pedaco,35,false
7106401-7,quilo,1000,false
7106401-8,grama,1,true
7106401-8,pedaco,35,false
7106401-8,quilo,1000,false
7106501-2,grama,1,true
7106501-2,pedaco,35,false
7106501-2,quilo,1000,false
7106501-4,bife,100,false
7106501-4,grama,1,true
7106501-4,quilo,1000,false
7106501-5,bife,100,false
7106501-5,grama,1,true
7106501-5,quilo,1000,false
7107102-99,bife,100,false
7107102-99,grama,1,true
7107102-99,quilo,1000,false
7107103-99,bife,100,false
7107103-99,fatia,35,false
7107103-99,grama,1,true
7107103-99,pedaco,35,false
7107103-99,quilo,1000,false
7107103-99,unidade,100,false
7107204-99,colher de arroz/servir,50,false
7107204-99,concha,100,false
7107204-99,grama,1,true
7107204-99,porcao,100,false
7107204-99,quilo,1000,false
7107501-2,grama,1,true
7107501-2,pedaco,25,false
7107501-2,quilo,1000,false
7107501-5,grama,1,true
7107501-5,pedaco,25,false
7107501-5,quilo,1000,false
7107601-1,grama,1,true
7107601-1,pedaco,35,false
7107601-1,quilo,1000,false
7107601-2,grama,1,true
7107601-2,pedaco,35,false
7107601-2,porcao,75,false
7107601-2,quilo,1000,false
7107601-3,grama,1,true
7107601-3,pedaco,35,false
7107601-3,porcao,75,false
7107601-3,quilo,1000,false
7107601-4,colher de arroz/servir,70,false
7107601-4,espetinho,46,false
7107601-4,grama,1,true
7107601-4,pedaco,35,false
7107601-4,porcao,75,false
7107601-4,quilo,1000,false
7107601-5,bife,100,false
7107601-5,grama,1,true
7107601-5,pedaco,35,false
7107601-5,porcao,75,false
7107601-5,quilo,1000,false
7107601-7,grama,1,true
7107601-7,pedaco,35,false
7107601-7,porcao,75,false
7107601-7,quilo,1000,false
7107601-8,bife,100,false
7107601-8,grama,1,true
7107601-8,quilo,1000,false
7107601-13,grama,1,true
7107601-13,pedaco,35,false
7107601-13,quilo,1000,false
7107601-99,grama,1,true
7107601-99,porcao,75,false
7107601-99,quilo,1000,false
7107603-2,file,85,false
7107603-2,grama,1,true
7107603-2,pedaco,35,false
7107603-2,quilo,1000,false
7107603-4,grama,1,true
7107603-4,pedaco,35,false
7107603-4,quilo,1000,false
7107603-5,grama,1,true
7107603-5,pedaco,35,false
7107603-5,quilo,1000,false
7107611-2,grama,1,true
7107611-2,pedaco,35,false
7107611-2,quilo,1000,false
7107611-5,grama,1,true
7107611-5,pedaco,35,false
7107611-5,porcao,170,false
7107611-5,quilo,1000,false
7107615-2,concha,140,false
7107615-2,file,100,false
7107615-2,grama,1,true
7107615-2,quilo,1000,false
7107615-4,colher de arroz/servir,70,false
7107615-4,grama,1,true
7107615-4,pedaco,35,false
7107615-4,porcao,170,false
7107615-4,quilo,1000,false
7107615-5,colher de arroz/servir,70,false
7107615-5,grama,1,true
7107615-5,porcao,170,false
7107615-5,quilo,1000,false
7107617-2,grama,1,true
7107617-2,pedaco,35,false
7107617-2,quilo,1000,false
7107617-4,grama,1,true
7107617-4,pedaco,35,false
7107617-4,quilo,1000,false
7107622-2,grama,1,true
7107622-2,pedaco,35,false
7107622-2,quilo,1000,false
7107801-2,bife,100,false
7107801-2,colher de arroz/servir,70,false
7107801-2,colher de sopa,30,false
7107801-2,grama,1,true
7107801-2,pedaco,35,false
7107801-2,porcao,75,false
7107801-2,quilo,1000,false
7107801-3,bife,100,false
7107801-3,espetinho,46,false
7107801-3,grama,1,true
7107801-3,pedaco,35,false
7107801-3,porcao,75,false
7107801-3,quilo,1000,false
7107801-4,bife,100,false
7107801-4,grama,1,true
7107801-4,pedaco,35,false
7107801-4,quilo,1000,false
7107801-5,bife,100,false
7107801-5,grama,1,true
7107801-5,pedaco,35,false
7107801-5,porcao,75,false
7107801-5,quilo,1000,false
7107801-6,bife,80,false
7107801-6,grama,1,true
7107801-6,quilo,1000,false
7107801-7,bife,100,false
7107801-7,grama,1,true
7107801-7,quilo,1000,false
7107801-8,bife,100,false
7107801-8,grama,1,true
7107801-8,pedaco,35,false
7107801-8,quilo,1000,false
7107801-9,grama,1,true
7107801-9,pedaco,35,false
7107801-9,quilo,1000,false
7107801-11,bife,100,false
7107801-11,grama,1,true
7107801-11,quilo,1000,false
7107804-2,fatia,90,false
7107804-2,grama,1,true
7107804-2,pedaco,70,false
7107804-2,quilo,1000,false
7107804-3,grama,1,true
7107804-3,porcao,75,false
7107804-3,quilo,1000,false
7107804-3,unidade,150,false
7107804-4,grama,1,true
7107804-4,pedaco,70,false
7107804-4,quilo,1000,false
7107804-4,unidade,150,false
7107804-5,bife,150,false
7107804-5,grama,1,true
7107804-5,pedaco,70,false
7107804-5,quilo,1000,false
7107804-5,unidade,150,false
7107805-1,grama,1,true
7107805-1,pedaco,35,false
7107805-1,quilo,1000,false
7107805-2,bife,100,false
7107805-2,fatia,35,false
7107805-2,grama,1,true
7107805-2,pedaco,35,false
7107805-2,porcao,75,false
7107805-2,quilo,1000,false
7107805-2,unidade,100,false
7107805-3,bife,100,false
7107805-3,fatia,35,false
7107805-3,file,100,false
7107805-3,grama,1,true
7107805-3,pedaco,35,false
7107805-3,porcao,75,false
7107805-3,quilo,1000,false
7107805-3,unidade,100,false
7107805-4,fatia,35,false
7107805-4,grama,1,true
7107805-4,pedaco,35,false
7107805-4,porcao,75,false
7107805-4,quilo,1000,false
7107805-4,unidade,100,false
7107805-5,bife,100,false
7107805-5,fatia,35,false
7107805-5,grama,1,true
7107805-5,pedaco,35,false
7107805-5,porcao,75,false
7107805-5,quilo,1000,false
7107805-5,rodela,35,false
7107805-5,unidade,100,false
7107805-6,bife,80,false
7107805-6,fatia,90,false
7107805-6,grama,1,true
7107805-6,pedaco,35,false
7107805-6,quilo,1000,false
7107805-6,unidade,80,false
7107805-7,fatia,35,false
7107805-7,grama,1,true
7107805-7,quilo,1000,false
7107805-7,unidade,100,false
7107805-8,grama,1,true
7107805-8,pedaco,35,false
7107805-8,quilo,1000,false
7107805-8,unidade,100,false
7107805-11,bife,100,false
7107805-11,grama,1,true
7107805-11,quilo,1000,false
7107805-13,bife,100,false
7107805-13,grama,1,true
7107805-13,pedaco,35,false
7107805-13,quilo,1000,false
7107805-99,grama,1,true
7107805-99,quilo,1000,false
7107805-99,unidade,100,false
7108107-2,grama,1,true
7108107-2,pedaco,35,false
7108107-2,porcao,70,false
7108107-2,quilo,1000,false
7108301-2,colher de arroz/servir,70,false
7108301-2,grama,1,true
7108301-2,quilo,1000,false
7108301-2,unidade,40,false
7108301-3,grama,1,true
7108301-3,quilo,1000,false
7108301-3,unidade,40,false
7108301-5,grama,1,true
7108301-5,quilo,1000,false
7108301-5,unidade,40,false
7109101-1,bife,100,false
7109101-1,concha,140,false
7109101-1,escumadeira,70,false
7109101-1,fatia,90,false
7109101-1,grama,1,true
7109101-1,pedaco,35,false
7109101-1,porcao,75,false
7109101-1,quilo,1000,false
7109101-2,bife,100,false
7109101-2,colher de arroz/servir,70,false
7109101-2,colher de sopa,30,false
7109101-2,concha,140,false
7109101-2,costela,40,false
7109101-2,escumadeira,70,false
7109101-2,espetinho,46,false
7109101-2,fatia,90,false
7109101-2,file,100,false
7109101-2,garfada,30,false
7109101-2,grama,1,true
7109101-2,pedaco,35,false
7109101-2,pegador,30,false
7109101-2,porcao,75,false
7109101-2,prato de sobremesa,70,false
7109101-2,prato fundo,140,false
7109101-2,prato raso,105,false
7109101-2,quilo,1000,false
7109101-2,rodela,35,false
7109101-3,bife,100,false
7109101-3,colher de arroz/servir,70,false
7109101-3,espetinho,46,false
7109101-3,espeto,46,false
7109101-3,fatia,90,false
7109101-3,file,100,false
7109101-3,grama,1,true
7109101-3,pedaco,35,false
7109101-3,porcao,75,false
7109101-3,prato raso,105,false
7109101-3,quilo,1000,false
7109101-4,bife,100,false
7109101-4,colher de arroz/servir,70,false
7109101-4,colher de sopa,30,false
7109101-4,concha,140,false
7109101-4,costela,40,false
7109101-4,escumadeira,70,false
7109101-4,espetinho,46,false
7109101-4,espeto,46,false
7109101-4,fatia,90,false
7109101-4,file,100,false
7109101-4,grama,1,true
7109101-4,pedaco,35,false
7109101-4,porcao,75,false
7109101-4,prato fundo,140,false
7109101-4,prato raso,105,false
7109101-4,quilo,1000,false
7109101-5,bife,100,false
7109101-5,bola,50,false
7109101-5,colher de arroz/servir,70,false
7109101-5,colher de sopa,30,false
7109101-5,concha,140,false
7109101-5,costela,40,false
7109101-5,escumadeira,70,false
7109101-5,espetinho,46,false
7109101-5,espeto,46,false
7109101-5,fatia,90,false
7109101-5,file,100,false
7109101-5,grama,1,true
7109101-5,pedaco,35,false
7109101-5,porcao,75,false
7109101-5,prato fundo,140,false
7109101-5,prato raso,105,false
7109101-5,quilo,1000,false
7109101-5,rodela,35,false
7109101-5,tigela,70,false
7109101-6,bife,80,false
7109101-6,colher de arroz/servir,70,false
7109101-6,fatia,90,false
7109101-6,file,80,false
7109101-6,grama,1,true
7109101-6,pedaco,35,false
7109101-6,quilo,1000,false
7109101-6,unidade,80,false
7109101-7,bife,100,false
7109101-7,colher de arroz/servir,70,false
7109101-7,colher de sopa,30,false
7109101-7,concha,140,false
7109101-7,escumadeira,70,false
7109101-7,fatia,90,false
7109101-7,grama,1,true
7109101-7,pedaco,35,false
7109101-7,porcao,75,false
7109101-7,quilo,1000,false
7109101-8,bife,100,false
7109101-8,colher de arroz/servir,70,false
7109101-8,colher de sopa,30,false
7109101-8,concha,140,false
7109101-8,escumadeira,70,false
7109101-8,fatia,90,false
7109101-8,grama,1,true
7109101-8,pedaco,35,false
7109101-8,pegador,30,false
7109101-8,porcao,75,false
7109101-8,prato fundo,140,false
7109101-8,quilo,1000,false
7109101-9,bife,100,false
7109101-9,colher de arroz/servir,70,false
7109101-9,concha,140,false
7109101-9,grama,1,true
7109101-9,pedaco,35,false
7109101-9,quilo,1000,false
7109101-10,bife,100,false
7109101-10,grama,1,true
7109101-10,pedaco,35,false
7109101-10,quilo,1000,false
7109101-11,bife,100,false
7109101-11,grama,1,true
7109101-11,quilo,1000,false
7109101-12,bife,100,false
7109101-12,grama,1,true
7109101-12,quilo,1000,false
7109101-13,bife,100,false
7109101-13,colher de arroz/servir,70,false
7109101-13,colher de sopa,30,false
7109101-13,concha,140,false
7109101-13,escumadeira,70,false
7109101-13,fatia,90,false
7109101-13,grama,1,true
7109101-13,pedaco,35,false
7109101-13,porcao,75,false
7109101-13,prato de sobremesa,70,false
7109101-13,prato fundo,140,false
7109101-13,prato raso,105,false
7109101-13,quilo,1000,false
7109101-15,grama,1,true
7109101-15,prato fundo,520,false
7109101-15,quilo,1000,false
7109101-99,bife,100,false
7109101-99,colher de arroz/servir,70,false
7109101-99,concha,140,false
7109101-99,grama,1,true
7109101-99,pedaco,35,false
7109101-99,porcao,75,false
7109101-99,quilo,1000,false
7110601-1,fatia,190,false
7110601-1,grama,1,true
7110601-1,quilo,1000,false
7110601-2,bife,190,false
7110601-2,grama,1,true
7110601-2,pedaco,95,false
7110601-2,quilo,1000,false
7110601-4,fatia,190,false
7110601-4,grama,1,true
7110601-4,pedaco,95,false
7110601-4,quilo,1000,false
7110601-5,bife,190,false
7110601-5,grama,1,true
7110601-5,pedaco,95,false
7110601-5,quilo,1000,false
7110601-9,bife,190,false
7110601-9,fatia,190,false
7110601-9,grama,1,true
7110601-9,pedaco,95,false
7110601-9,quilo,1000,false
7110801-2,grama,1,true
7110801-2,pedaco,35,false
7110801-2,porcao,75,false
7110801-2,quilo,1000,false
7110801-13,grama,1,true
7110801-13,pedaco,35,false
7110801-13,quilo,1000,false
7110902-2,concha,140,false
7110902-2,grama,1,true
7110902-2,pedaco,40,false
7110902-2,quilo,1000,false
7110902-7,grama,1,true
7110902-7,pedaco,40,false
7110902-7,quilo,1000,false
7110902-15,grama,1,true
7110902-15,prato fundo,520,false
7110902-15,quilo,1000,false
7110902-99,grama,1,true
7110902-99,pedaco,40,false
7110902-99,quilo,1000,false
7111202-1,grama,1,true
7111202-1,pedaco,35,false
7111202-1,quilo,1000,false
7111202-2,bife,100,false
7111202-2,colher de arroz/servir,70,false
7111202-2,colher de sopa,25,false
7111202-2,concha,140,false
7111202-2,escumadeira,70,false
7111202-2,fatia,90,false
7111202-2,grama,1,true
7111202-2,pedaco,35,false
7111202-2,porcao,75,false
7111202-2,prato fundo,140,false
7111202-2,quilo,1000,false
7111202-3,bife,100,false
7111202-3,grama,1,true
7111202-3,pedaco,35,false
7111202-3,quilo,1000,false
7111202-4,bife,100,false
7111202-4,colher de arroz/servir,70,false
7111202-4,espetinho,46,false
7111202-4,grama,1,true
7111202-4,pedaco,35,false
7111202-4,porcao,75,false
7111202-4,quilo,1000,false
7111202-5,bife,100,false
7111202-5,colher de arroz/servir,70,false
7111202-5,fatia,90,false
7111202-5,file,100,false
7111202-5,grama,1,true
7111202-5,pedaco,35,false
7111202-5,porcao,75,false
7111202-5,quilo,1000,false
7111202-6,file,80,false
7111202-6,grama,1,true
7111202-6,pedaco,35,false
7111202-6,quilo,1000,false
7111202-7,bife,100,false
7111202-7,fatia,90,false
7111202-7,grama,1,true
7111202-7,pedaco,35,false
7111202-7,quilo,1000,false
7111202-8,colher de arroz/servir,70,false
7111202-8,grama,1,true
7111202-8,pedaco,35,false
7111202-8,porcao,75,false
7111202-8,quilo,1000,false
7111202-10,grama,1,true
7111202-10,porcao,75,false
7111202-10,quilo,1000,false
7111202-13,bife,100,false
7111202-13,colher de arroz/servir,70,false
7111202-13,colher de sopa,25,false
7111202-13,concha,140,false
7111202-13,grama,1,true
7111202-13,pedaco,35,false
7111202-13,quilo,1000,false
7111401-4,bife,100,false
7111401-4,grama,1,true
7111401-4,quilo,1000,false
7111405-4,grama,1,true
7111405-4,pedaco,70,false
7111405-4,quilo,1000,false
7111405-5,grama,1,true
7111405-5,pedaco,70,false
7111405-5,quilo,1000,false
7111702-1,grama,1,true
7111702-1,pedaco,35,false
7111702-1,quilo,1000,false
7111702-4,grama,1,true
7111702-4,pedaco,35,false
7111702-4,quilo,1000,false
7111702-5,grama,1,true
7111702-5,pedaco,35,false
7111702-5,quilo,1000,false
7111806-4,grama,1,true
7111806-4,pedaco,35,false
7111806-4,quilo,1000,false
7200101-1,file,120,false
7200101-1,grama,1,true
7200101-1,porcao,75,false
7200101-1,posta,200,false
7200101-1,quilo,1000,false
7200101-1,unidade,200,false
7200101-2,concha,80,false
7200101-2,file,120,false
7200101-2,grama,1,true
7200101-2,porcao,75,false
7200101-2,posta,200,false
7200101-2,quilo,1000,false
7200101-2,unidade,200,false
7200101-3,bife,120,false
7200101-3,file,120,false
7200101-3,grama,1,true
7200101-3,porcao,75,false
7200101-3,posta,200,false
7200101-3,quilo,1000,false
7200101-3,unidade,200,false
7200101-4,banda,100,false
7200101-4,bola,15,false
7200101-4,colher de sopa,20,false
7200101-4,file,120,false
7200101-4,grama,1,true
7200101-4,metade,100,false
7200101-4,porcao,75,false
7200101-4,posta,200,false
7200101-4,quilo,1000,false
7200101-4,unidade,200,false
7200101-4,unidade pequena,150,false
7200101-5,bife,120,false
7200101-5,file,120,false
7200101-5,grama,1,true
7200101-5,porcao,75,false
7200101-5,posta,200,false
7200101-5,quilo,1000,false
7200101-5,unidade,200,false
7200101-5,unidade pequena,150,false
7200101-6,file,115,false
7200101-6,grama,1,true
7200101-6,porcao,75,false
7200101-6,posta,200,false
7200101-6,quilo,1000,false
7200101-6,unidade,115,false
7200101-6,unidade pequena,90,false
7200101-8,concha,80,false
7200101-8,grama,1,true
7200101-8,quilo,1000,false
7200101-8,unidade,200,false
7200101-9,grama,1,true
7200101-9,posta,200,false
7200101-9,quilo,1000,false
7200101-13,colher de arroz/servir,40,false
7200101-13,grama,1,true
7200101-13,porcao,75,false
7200101-13,posta,200,false
7200101-13,quilo,1000,false
7200101-13,unidade,200,false
7200401-2,grama,1,true
7200401-2,porcao,75,false
7200401-2,posta,200,false
7200401-2,quilo,1000,false
7200401-2,unidade,200,false
7200401-3,file,120,false
7200401-3,grama,1,true
7200401-3,posta,200,false
7200401-3,quilo,1000,false
7200401-4,grama,1,true
7200401-4,posta,200,false
7200401-4,quilo,1000,false
7200401-4,unidade,200,false
7200401-4,unidade pequena,150,false
7200401-5,file,120,false
7200401-5,grama,1,true
7200401-5,porcao,75,false
7200401-5,posta,200,false
7200401-5,quilo,1000,false
7200401-5,unidade,200,false
7200401-5,unidade pequena,150,false
7200401-6,file,115,false
7200401-6,grama,1,true
7200401-6,quilo,1000,false
7200401-9,grama,1,true
7200401-9,quilo,1000,false
7200401-9,unidade,200,false
7200401-13,grama,1,true
7200401-13,quilo,1000,false
7200401-13,unidade,200,false
7200401-13,unidade pequena,150,false
7260101-1,colher de sopa,20,false
7260101-1,grama,1,true
7260101-1,porcao,190,false
7260101-1,quilo,1000,false
7260101-2,colher de arroz/servir,35,false
7260101-2,colher de cha,30,false
7260101-2,colher de sopa,20,false
7260101-2,concha,70,false
7260101-2,escumadeira,35,false
7260101-2,grama,1,true
7260101-2,porcao,190,false
7260101-2,punhado,40,false
7260101-2,prato fundo,70,false
7260101-2,prato raso,35,false
7260101-2,quilo,1000,false
7260101-2,tigela,35,false
7260101-2,unidade,30,false
7260101-2,xicara de cha,35,false
7260101-3,colher de sopa,20,false
7260101-3,grama,1,true
7260101-3,quilo,1000,false
7260101-4,grama,1,true
7260101-4,quilo,1000,false
7260101-4,unidade,30,false
7260101-5,colher de arroz/servir,35,false
7260101-5,colher de sopa,20,false
7260101-5,concha,70,false
7260101-5,escumadeira,35,false
7260101-5,grama,1,true
7260101-5,porcao,104,false
7260101-5,punhado,40,false
7260101-5,prato fundo,70,false
7260101-5,prato raso,35,false
7260101-5,quilo,1000,false
7260101-5,unidade,30,false
7260101-6,colher de sopa,20,false
7260101-6,grama,1,true
7260101-6,porcao,190,false
7260101-6,quilo,1000,false
7260101-6,unidade,33,false
7260101-7,colher de arroz/servir,35,false
7260101-7,concha,70,false
7260101-7,grama,1,true
7260101-7,porcao,190,false
7260101-7,quilo,1000,false
7260101-7,unidade,30,false
7260101-8,colher de arroz/servir,35,false
7260101-8,colher de sobremesa,30,false
7260101-8,grama,1,true
7260101-8,porcao,190,false
7260101-8,prato fundo,70,false
7260101-8,prato raso,35,false
7260101-8,quilo,1000,false
7260101-9,colher de arroz/servir,35,false
7260101-9,colher de sopa,20,false
7260101-9,concha,70,false
7260101-9,grama,1,true
7260101-9,pegador,20,false
7260101-9,porcao,190,false
7260101-9,punhado,40,false
7260101-9,quilo,1000,false
7260101-10,grama,1,true
7260101-10,porcao,104,false
7260101-10,quilo,1000,false
7260101-13,colher de arroz/servir,35,false
7260101-13,colher de sopa,20,false
7260101-13,concha,70,false
7260101-13,cumbuca,35,false
7260101-13,grama,1,true
7260101-13,porcao,190,false
7260101-13,prato raso,35,false
7260101-13,quilo,1000,false
7260101-99,grama,1,true
7260101-99,porcao,190,false
7260101-99,quilo,1000,false
7261101-2,grama,1,true
7261101-2,porcao,45,false
7261101-2,prato raso,45,false
7261101-2,quilo,1000,false
7261101-2,unidade,16,false
7261101-6,grama,1,true
7261101-6,quilo,1000,false
7261101-6,unidade,16,false
7261101-7,grama,1,true
7261101-7,quilo,1000,false
7261101-7,unidade,16,false
7261120-2,grama,1,true
7261120-2,quilo,1000,false
7261120-2,unidade,16,false
7261121-1,grama,1,true
7261121-1,quilo,1000,false
7261121-1,unidade,16,false
7262101-2,grama,1,true
7262101-2,porcao,45,false
