codigo_ibge,descricao,gramas,padrao
6300101-99,caneca,100,false
6300101-99,caneco,100,false
6300101-99,colher de arroz/servir,45,false
6300101-99,colher de cafe,3.1,false
6300101-99,colher de cha,6.3,false
6300101-99,colher de sobremesa,12.5,false
6300101-99,colher de sopa,25,false
6300101-99,concha,100,false
6300101-99,copo americano,100,false
6300101-99,copo grande,200,false
6300101-99,copo medio,200,false
6300101-99,escumadeira,85,false
6300101-99,garfada,25,false
6300101-99,grama,1,true
6300101-99,pegador,25,false
6300101-99,porcao,125,false
6300101-99,pote,100,false
6300101-99,prato de sobremesa,50,false
6300101-99,prato fundo,200,false
6300101-99,prato raso,100,false
6300101-99,quilo,1000,false
6300101-99,tigela,100,false
6300101-99,xicara de cha,100,false
6300201-99,caneca,100,false
6300201-99,colher de arroz/servir,63,false
6300201-99,colher de cha,5,false
6300201-99,colher de sobremesa,10,false
6300201-99,colher de sopa,20,false
6300201-99,concha,117,false
6300201-99,escumadeira,59,false
6300201-99,grama,1,true
6300201-99,pegador,20,false
6300201-99,porcao,198,false
6300201-99,prato de sobremesa,50,false
6300201-99,prato fundo,200,false
6300201-99,prato raso,100,false
6300201-99,quilo,1000,false
6300701-1,colher de sobremesa,17,false
6300701-1,colher de sopa,24,false
6300701-1,grama,1,true
6300701-1,quilo,1000,false
6300701-2,colher de arroz/servir,38,false
6300701-2,colher de sobremesa,17,false
6300701-2,colher de sopa,24,false
6300701-2,escumadeira,38,false
6300701-2,espiga,100,false
6300701-2,grama,1,true
6300701-2,pedaco,50,false
6300701-2,porcao,100,false
6300701-2,quilo,1000,false
6300701-2,unidade,100,false
6300701-2,unidade pequena,50,false
6300701-3,espiga,100,false
6300701-3,grama,1,true
6300701-3,quilo,1000,false
6300701-4,espiga,100,false
6300701-4,grama,1,true
6300701-4,pedaco,50,false
6300701-4,quilo,1000,false
6300701-4,unidade,100,false
6300701-7,colher de arroz/servir,38,false
6300701-7,colher de sopa,24,false
6300701-7,concha,76,false
6300701-7,grama,1,true
6300701-7,porcao,100,false
6300701-7,quilo,1000,false
6300701-13,colher de sopa,24,false
6300701-13,concha,76,false
6300701-13,grama,1,true
6300701-13,quilo,1000,false
6300701-99,colher de sopa,24,false
6300701-99,grama,1,true
6300701-99,quilo,1000,false
6300706-1,grama,1,true
6300706-1,porcao,105,false
6300706-1,quilo,1000,false
6300706-2,colher de arroz/servir,60,false
6300706-2,colher de sobremesa,17.5,false
6300706-2,colher de sopa,35,false
6300706-2,concha,150,false
6300706-2,grama,1,true
6300706-2,pedaco,150,false
6300706-2,porcao,105,false
6300706-2,prato fundo,500,false
6300706-2,prato raso,300,false
6300706-2,quilo,1000,false
6300706-13,colher de arroz/servir,60,false
6300706-13,colher de sopa,35,false
6300706-13,concha,150,false
6300706-13,grama,1,true
6300706-13,prato fundo,500,false
6300706-13,prato raso,300,false
6300706-13,quilo,1000,false
6300706-14,colher de sopa,35,false
6300706-14,grama,1,true
6300706-14,quilo,1000,false
6300706-15,grama,1,true
6300706-15,prato fundo,500,false
6300706-15,quilo,1000,false
6300706-99,concha,150,false
6300706-99,grama,1,true
6300706-99,quilo,1000,false
6300707-99,colher de sopa,25,false
6300707-99,concha,120,false
6300707-99,grama,1,true
6300707-99,prato de sobremesa,150,false
6300707-99,prato fundo,460,false
6300707-99,prato raso,300,false
6300707-99,quilo,1000,false
6301001-99,bago,0.8,true
6301001-99,colher de sopa,17,false
6301001-99,grama,1,false
6301001-99,pacote,50,false
6301001-99,porcao,9,false
6301001-99,punhado,30,false
6301001-99,quilo,1000,false
6301001-99,saco,50,false
6301001-99,unidade,0.8,false
6301101-99,colher de arroz/servir,38,false
6301101-99,colher de sobremesa,13,false
6301101-99,colher de sopa,27,false
6301101-99,concha,140,false
6301101-99,grama,1,true
6301101-99,porcao,72.5,false
6301101-99,prato fundo,114,false
6301101-99,quilo,1000,false
6301201-99,colher de arroz/servir,35,false
6301201-99,colher de sopa,17,false
6301201-99,concha,140,false
6301201-99,escumadeira,35,false
6301201-99,grama,1,true
6301201-99,prato de sobremesa,140,false
6301201-99,prato fundo,280,false
6301201-99,prato raso,140,false
6301201-99,quilo,1000,false
6301603-99,colher de arroz/servir,35,false
6301603-99,colher de cha,4.3,false
6301603-99,colher de sopa,17,false
6301603-99,concha,140,false
6301603-99,escumadeira,35,false
6301603-99,grama,1,true
6301603-99,porcao,50,false
6301603-99,prato fundo,280,false
6301603-99,prato raso,140,false
6301603-99,quilo,1000,false
6301634-99,colher de arroz/servir,35,false
6301634-99,colher de sopa,17,false
6301634-99,concha,140,false
6301634-99,escumadeira,35,false
6301634-99,grama,1,true
6301634-99,porcao,50,false
6301634-99,prato raso,140,false
6301634-99,quilo,1000,false
6302001-99,colher de cafe,0.4,true
6302001-99,colher de cha,1.5,false
6302001-99,colher de sobremesa,3,false
6302001-99,colher de sopa,13,false
6302001-99,grama,1,false
6302001-99,porcao,26,false
6302001-99,prato raso,26,false
6302001-99,quilo,1000,false
6302602-99,colher de sopa,17,false
6302602-99,concha,140,false
6302602-99,grama,1,true
6302602-99,prato raso,140,false
6302602-99,quilo,1000,false
6302801-99,colher de arroz/servir,45,false
6302801-99,colher de sopa,22,false
6302801-99,concha,120,false
6302801-99,grama,1,true
6302801-99,pegador,22,false
6302801-99,porcao,36,false
6302801-99,prato fundo,240,false
6302801-99,quilo,1000,false
6302801-99,xicara de cha,120,false
6302901-99,colher de arroz/servir,32,false
6302901-99,colher de sopa,18,false
6302901-99,concha,160,false
6302901-99,escumadeira,32,false
6302901-99,grama,1,true
6302901-99,porcao,48,false
6302901-99,prato fundo,320,false
6302901-99,prato raso,160,false
6302901-99,quilo,1000,false
6302901-99,tigela,160,false
6303001-99,colher de arroz/servir,28.7,false
6303001-99,colher de sobremesa,12,false
6303001-99,colher de sopa,24,false
6303001-99,concha,57.4,false
6303001-99,escumadeira,28.7,false
6303001-99,grama,1,true
6303001-99,porcao,43,false
6303001-99,quilo,1000,false
6303102-99,colher de arroz/servir,35,false
6303102-99,colher de cha,4.3,false
6303102-99,colher de sobremesa,8.5,false
6303102-99,colher de sopa,17,false
6303102-99,concha,140,false
6303102-99,copo americano,140,false
6303102-99,copo medio,280,false
6303102-99,cumbuca,140,false
6303102-99,escumadeira,35,false
6303102-99,grama,1,true
6303102-99,pegador,17,false
6303102-99,porcao,50,false
6303102-99,prato de sobremesa,140,false
6303102-99,prato fundo,280,false
6303102-99,prato raso,140,false
6303102-99,quilo,1000,false
6303102-99,tigela,140,false
6303102-99,xicara de cha,140,false
6303501-99,colher de arroz/servir,60,false
6303501-99,colher de sopa,35,false
6303501-99,concha,150,false
6303501-99,escumadeira,60,false
6303501-99,grama,1,true
6303501-99,prato fundo,500,false
6303501-99,quilo,1000,false
6304034-99,colher de arroz/servir,35,false
6304034-99,concha,140,false
6304034-99,grama,1,true
6304034-99,quilo,1000,false
6304101-99,colher de arroz/servir,35,false
6304101-99,colher de sopa,17,false
6304101-99,concha,140,false
6304101-99,escumadeira,35,false
6304101-99,grama,1,true
6304101-99,porcao,50,false
6304101-99,prato fundo,280,false
6304101-99,prato raso,140,false
6304101-99,quilo,1000,false
6304201-99,grama,1,true
6304201-99,pacote,20,false
6304201-99,quilo,1000,false
6304301-99,colher de arroz/servir,45,false
6304301-99,colher de sopa,25,false
6304301-99,concha,100,false
6304301-99,escumadeira,85,false
6304301-99,grama,1,true
6304301-99,prato fundo,200,false
6304301-99,prato raso,75,false
6304301-99,quilo,1000,false
6304401-99,colher de arroz/servir,63,false
6304401-99,colher de sopa,20,false
6304401-99,concha,117,false
6304401-99,escumadeira,59,false
6304401-99,grama,1,true
6304401-99,quilo,1000,false
6304602-99,colher de arroz/servir,35,false
6304602-99,colher de sopa,17,false
6304602-99,concha,140,false
6304602-99,grama,1,true
6304602-99,quilo,1000,false
6304901-99,colher de sopa,5,false
6304901-99,grama,1,true
6304901-99,quilo,1000,false
6400101-1,grama,1,true
6400101-1,porcao,90,false
6400101-1,quilo,1000,false
6400101-1,unidade pequena,70,false
6400101-2,colher de arroz/servir,60,false
6400101-2,colher de cha,7.5,false
6400101-2,colher de sobremesa,15,false
6400101-2,colher de sopa,30,false
6400101-2,concha,80,false
6400101-2,escumadeira,80,false
6400101-2,fatia,16,false
6400101-2,garfada,30,false
6400101-2,grama,1,true
6400101-2,metade,70,false
6400101-2,pedaco,16,false
6400101-2,pegador,30,false
6400101-2,porcao,90,false
6400101-2,prato raso,100,false
6400101-2,quilo,1000,false
6400101-2,rodela,16,false
6400101-2,unidade,140,false
6400101-2,unidade pequena,70,false
6400101-3,grama,1,true
6400101-3,porcao,90,false
6400101-3,quilo,1000,false
6400101-3,unidade pequena,70,false
6400101-4,colher de arroz/servir,60,false
6400101-4,colher de sopa,30,false
6400101-4,fatia,16,false
6400101-4,grama,1,true
6400101-4,pedaco,16,false
6400101-4,porcao,90,false
6400101-4,quilo,1000,false
6400101-4,unidade,140,false
6400101-4,unidade pequena,70,false
6400101-5,colher de arroz/servir,50,false
6400101-5,colher de sopa,25,false
6400101-5,concha,65,false
6400101-5,escumadeira,65,false
6400101-5,fatia,16,false
6400101-5,garfada,25,false
6400101-5,grama,1,true
6400101-5,pedaco,16,false
6400101-5,pegador,25,false
6400101-5,pires,39,false
6400101-5,porcao,110,false
6400101-5,punhado,45,false
6400101-5,prato de sobremesa,78,false
6400101-5,prato fundo,156,false
6400101-5,prato raso,78,false
6400101-5,quilo,1000,false
6400101-5,rodela,16,false
6400101-5,unidade,140,false
6400101-5,unidade pequena,70,false
6400101-7,colher de arroz/servir,80,false
6400101-7,colher de sopa,30,false
6400101-7,escumadeira,100,false
6400101-7,grama,1,true
6400101-7,pedaco,16,false
6400101-7,porcao,90,false
6400101-7,quilo,1000,false
6400101-7,unidade,80,false
6400101-8,colher de arroz/servir,80,false
6400101-8,colher de sopa,30,false
6400101-8,concha,100,false
6400101-8,grama,1,true
6400101-8,pedaco,16,false
6400101-8,porcao,90,false
6400101-8,prato fundo,200,false
6400101-8,quilo,1000,false
6400101-8,unidade,80,false
6400101-9,grama,1,true
6400101-9,quilo,1000,false
6400101-9,unidade,80,false
6400101-10,colher de sopa,25,false
6400101-10,grama,1,true
6400101-10,pedaco,16,false
6400101-10,porcao,110,false
6400101-10,quilo,1000,false
6400101-11,grama,1,true
6400101-11,porcao,110,false
6400101-11,quilo,1000,false
6400101-11,unidade,140,false
6400101-11,unidade pequena,70,false
6400101-13,colher de arroz/servir,80,false
6400101-13,colher de cha,7.5,false
6400101-13,colher de sopa,30,false
6400101-13,concha,100,false
6400101-13,escumadeira,100,false
6400101-13,grama,1,true
6400101-13,pedaco,16,false
6400101-13,porcao,90,false
6400101-13,quilo,1000,false
6400101-13,rodela,16,false
6400101-13,unidade,80,false
6400101-15,grama,1,true
6400101-15,pedaco,16,false
6400101-15,quilo,1000,false
6400101-99,colher de sopa,30,false
6400101-99,grama,1,true
6400101-99,porcao,90,false
6400101-99,quilo,1000,false
6400101-99,unidade,140,false
6400303-2,colher de sopa,35,false
6400303-2,grama,1,true
6400303-2,quilo,1000,false
6400303-2,unidade,80,false
6400303-7,colher de sopa,35,false
6400303-7,grama,1,true
6400303-7,quilo,1000,false
6400303-13,colher de sopa,35,false
6400303-13,grama,1,true
6400303-13,quilo,1000,false
6400303-99,colher de sopa,35,false
6400303-99,grama,1,true
6400303-99,quilo,1000,false
6400304-99,colher de arroz/servir,55,false
6400304-99,colher de sobremesa,30,false
6400304-99,colher de sopa,35,false
6400304-99,concha,110,false
6400304-99,grama,1,true
6400304-99,quilo,1000,false
6400304-99,unidade pequena,45,false
6400401-1,grama,1,true
6400401-1,quilo,1000,false
6400401-1,unidade,355,false
6400401-2,colher de arroz/servir,100,false
6400401-2,colher de sopa,42,false
6400401-2,concha,100,false
6400401-2,fatia,70,false
6400401-2,grama,1,true
6400401-2,metade,177.5,false
6400401-2,pedaco,70,false
6400401-2,pegador,42,false
6400401-2,porcao,150,false
6400401-2,prato de sobremesa,100,false
6400401-2,prato fundo,300,false
6400401-2,prato raso,100,false
6400401-2,quilo,1000,false
6400401-2,rodela,70,false
6400401-2,unidade,355,false
6400401-2,unidade pequena,266.3,false
6400401-4,colher de arroz/servir,100,false
6400401-4,grama,1,true
6400401-4,pedaco,70,false
6400401-4,quilo,1000,false
6400401-4,rodela,70,false
6400401-4,unidade,355,false
6400401-4,unidade pequena,266.3,false
6400401-5,colher de arroz/servir,100,false
6400401-5,escumadeira,100,false
6400401-5,fatia,65,false
6400401-5,grama,1,true
6400401-5,pedaco,65,false
6400401-5,pegador,42,false
6400401-5,porcao,150,false
6400401-5,quilo,1000,false
6400401-5,rodela,65,false
6400401-5,unidade,355,false
6400401-5,unidade pequena,266.3,false
6400401-7,grama,1,true
6400401-7,quilo,1000,false
6400401-7,unidade,355,false
6400401-13,colher de arroz/servir,100,false
6400401-13,grama,1,true
6400401-13,quilo,1000,false
6400401-99,grama,1,true
6400401-99,pedaco,70,false
6400401-99,quilo,1000,false
6400501-1,escumadeira,110,false
6400501-1,grama,1,true
6400501-1,porcao,126,false
6400501-1,quilo,1000,false
6400501-1,rodela,30,false
6400501-1,unidade,125,false
6400501-2,colher de arroz/servir,62,false
6400501-2,colher de sopa,35,false
6400501-2,concha,110,false
6400501-2,escumadeira,110,false
6400501-2,fatia,60,false
6400501-2,grama,1,true
6400501-2,pedaco,60,false
6400501-2,porcao,126,false
6400501-2,prato de sobremesa,62,false
6400501-2,prato fundo,186,false
6400501-2,prato raso,62,false
6400501-2,quilo,1000,false
6400501-2,rodela,30,false
6400501-2,unidade,125,false
6400501-4,grama,1,true
6400501-4,pedaco,60,false
6400501-4,quilo,1000,false
6400501-5,grama,1,true
6400501-5,pedaco,60,false
6400501-5,quilo,1000,false
6400501-7,colher de sopa,35,false
6400501-7,concha,110,false
6400501-7,grama,1,true
6400501-7,quilo,1000,false
6400501-13,colher de arroz/servir,62,false
6400501-13,colher de sopa,35,false
6400501-13,concha,110,false
6400501-13,grama,1,true
6400501-13,pedaco,60,false
6400501-13,porcao,126,false
6400501-13,quilo,1000,false
6400501-15,colher de sopa,20,false
6400501-15,concha,130,false
6400501-15,grama,1,true
6400501-15,quilo,1000,false
6400508-99,grama,1,true
6400508-99,pedaco,100,false
6400508-99,quilo,1000,false
6400601-1,grama,1,true
6400601-1,pedaco,100,false
6400601-1,quilo,1000,false
6400601-2,colher de arroz/servir,60,false
6400601-2,colher de sopa,30,false
6400601-2,concha,120,false
6400601-2,escumadeira,60,false
6400601-2,fatia,100,false
6400601-2,grama,1,true
6400601-2,pedaco,100,false
6400601-2,pegador,30,false
6400601-2,porcao,128,false
6400601-2,quilo,1000,false
6400601-4,grama,1,true
6400601-4,pedaco,100,false
6400601-4,quilo,1000,false
6400601-5,bola,45,false
6400601-5,colher de arroz/servir,60,false
6400601-5,colher de sopa,35,false
6400601-5,concha,95,false
6400601-5,fatia,70,false
6400601-5,grama,1,true
6400601-5,pedaco,80,false
6400601-5,porcao,80,false
6400601-5,punhado,45,false
6400601-5,quilo,1000,false
6400601-7,colher de arroz/servir,60,false
6400601-7,grama,1,true
6400601-7,porcao,128,false
6400601-7,quilo,1000,false
6400601-8,colher de sopa,30,false
6400601-8,grama,1,true
6400601-8,pedaco,100,false
6400601-8,porcao,128,false
6400601-8,quilo,1000,false
6400601-11,colher de sopa,35,false
6400601-11,grama,1,true
6400601-11,quilo,1000,false
6400601-13,colher de arroz/servir,60,false
6400601-13,colher de sopa,30,false
6400601-13,concha,120,false
6400601-13,escumadeira,60,false
6400601-13,grama,1,true
6400601-13,quilo,1000,false
6400601-15,colher de arroz/servir,40,false
6400601-15,colher de sopa,20,false
6400601-15,concha,130,false
6400601-15,grama,1,true
6400601-15,prato fundo,520,false
6400601-15,quilo,1000,false
6400601-15,tigela,300,false
6400601-99,colher de arroz/servir,60,false
6400601-99,grama,1,true
6400601-99,pedaco,100,false
6400601-99,quilo,1000,false
6400609-2,colher de arroz/servir,60,false
6400609-2,colher de sobremesa,15,false
6400609-2,colher de sopa,30,false
6400609-2,concha,120,false
6400609-2,escumadeira,60,false
6400609-2,fatia,100,false
6400609-2,grama,1,true
6400609-2,pedaco,100,false
6400609-2,porcao,128,false
6400609-2,quilo,1000,false
6400609-2,rodela,50,false
6400609-4,colher de arroz/servir,60,false
6400609-4,grama,1,true
6400609-4,quilo,1000,false
6400609-5,colher de arroz/servir,60,false
6400609-5,fatia,70,false
6400609-5,grama,1,true
6400609-5,pedaco,80,false
6400609-5,pegador,35,false
6400609-5,porcao,80,false
6400609-5,punhado,45,false
6400609-5,quilo,1000,false
6400609-6,grama,1,true
6400609-6,pedaco,80,false
6400609-6,quilo,1000,false
6400609-7,grama,1,true
6400609-7,pedaco,100,false
6400609-7,quilo,1000,false
6400609-8,grama,1,true
6400609-8,pedaco,100,false
6400609-8,quilo,1000,false
6400609-11,colher de sopa,35,false
6400609-11,grama,1,true
6400609-11,quilo,1000,false
6400609-13,colher de sobremesa,15,false
6400609-13,colher de sopa,30,false
6400609-13,grama,1,true
6400609-13,pedaco,100,false
6400609-13,quilo,1000,false
6400609-15,concha,130,false
6400609-15,grama,1,true
6400609-15,quilo,1000,false
6400609-99,colher de arroz/servir,60,false
6400609-99,grama,1,true
6400609-99,quilo,1000,false
6400610-1,grama,1,true
6400610-1,pedaco,100,false
6400610-1,quilo,1000,false
6400610-2,colher de arroz/servir,60,false
6400610-2,colher de sopa,30,false
6400610-2,fatia,100,false
6400610-2,grama,1,true
6400610-2,pedaco,100,false
6400610-2,porcao,128,false
6400610-2,quilo,1000,false
6400610-2,rodela,50,false
6400610-4,grama,1,true
6400610-4,pedaco,100,false
6400610-4,porcao,128,false
6400610-4,quilo,1000,false
6400610-5,fatia,70,false
6400610-5,grama,1,true
6400610-5,pedaco,80,false
6400610-5,porcao,80,false
6400610-5,quilo,1000,false
6400610-5,rodela,35,false
6400701-2,colher de arroz/servir,60,false
6400701-2,colher de sopa,30,false
6400701-2,concha,120,false
6400701-2,escumadeira,60,false
6400701-2,grama,1,true
6400701-2,pedaco,100,false
6400701-2,porcao,126,false
6400701-2,quilo,1000,false
6400701-2,rodela,30,false
6400701-5,grama,1,true
6400701-5,pedaco,80,false
6400701-5,quilo,1000,false
6400701-7,colher de arroz/servir,60,false
6400701-7,grama,1,true
6400701-7,quilo,1000,false
6400701-13,colher de arroz/servir,60,false
6400701-13,colher de sopa,30,false
6400701-13,grama,1,true
6400701-13,quilo,1000,false
6400701-14,copo grande,230,false
6400701-14,grama,1,true
6400701-14,prato fundo,375,false
6400701-14,quilo,1000,false
6400701-15,colher de arroz/servir,40,false
6400701-15,grama,1,true
6400701-15,porcao,126,false
6400701-15,quilo,1000,false
6400713-2,colher de arroz/servir,62,false
6400713-2,grama,1,true
6400713-2,quilo,1000,false
6400713-2,rodela,30,false
6400802-1,colher de sopa,30,false
6400802-1,grama,1,true
6400802-1,porcao,90,false
6400802-1,quilo,1000,false
6400802-1,unidade,140,false
6400802-2,colher de arroz/servir,60,false
6400802-2,colher de cha,7.5,false
6400802-2,colher de sobremesa,15,false
6400802-2,colher de sopa,30,false
6400802-2,concha,80,false
6400802-2,escumadeira,80,false
6400802-2,grama,1,true
6400802-2,metade,70,false
6400802-2,pedaco,16,false
6400802-2,pegador,30,false
6400802-2,porcao,90,false
6400802-2,prato raso,100,false
6400802-2,quilo,1000,false
6400802-2,rodela,16,false
6400802-2,unidade,140,false
6400802-2,unidade pequena,70,false
6400802-3,grama,1,true
6400802-3,porcao,90,false
6400802-3,quilo,1000,false
6400802-3,unidade,140,false
6400802-4,colher de arroz/servir,60,false
6400802-4,colher de sopa,30,false
6400802-4,escumadeira,80,false
6400802-4,grama,1,true
6400802-4,pedaco,16,false
6400802-4,porcao,90,false
6400802-4,quilo,1000,false
6400802-4,rodela,16,false
6400802-4,unidade,140,false
6400802-4,unidade pequena,70,false
6400802-5,colher de arroz/servir,50,false
6400802-5,colher de sobremesa,12.5,false
6400802-5,colher de sopa,25,false
6400802-5,concha,65,false
6400802-5,escumadeira,65,false
6400802-5,fatia,16,false
6400802-5,garfada,25,false
6400802-5,grama,1,true
6400802-5,pedaco,16,false
6400802-5,pegador,25,false
6400802-5,pires,39,false
6400802-5,porcao,110,false
6400802-5,punhado,45,false
6400802-5,prato de sobremesa,78,false
6400802-5,prato raso,78,false
6400802-5,quilo,1000,false
6400802-5,saco,110,false
6400802-5,unidade,140,false
6400802-5,unidade pequena,70,false
6400802-7,colher de arroz/servir,80,false
6400802-7,colher de sopa,30,false
6400802-7,escumadeira,100,false
6400802-7,grama,1,true
6400802-7,pedaco,16,false
6400802-7,porcao,90,false
6400802-7,quilo,1000,false
6400802-7,unidade pequena,70,false
6400802-8,colher de arroz/servir,80,false
6400802-8,colher de sopa,30,false
6400802-8,grama,1,true
6400802-8,pedaco,16,false
6400802-8,porcao,90,false
6400802-8,prato fundo,200,false
6400802-8,quilo,1000,false
6400802-8,unidade,80,false
6400802-9,grama,1,true
6400802-9,pedaco,16,false
6400802-9,quilo,1000,false
6400802-9,rodela,16,false
6400802-12,colher de arroz/servir,50,false
6400802-12,grama,1,true
6400802-12,porcao,110,false
6400802-12,quilo,1000,false
6400802-13,colher de arroz/servir,80,false
6400802-13,colher de sopa,30,false
6400802-13,concha,80,false
6400802-13,grama,1,true
6400802-13,pedaco,16,false
6400802-13,porcao,90,false
6400802-13,prato de sobremesa,100,false
6400802-13,quilo,1000,false
6400802-13,unidade,80,false
6400802-15,colher de arroz/servir,40,false
6400802-15,concha,130,false
6400802-15,grama,1,true
6400802-15,quilo,1000,false
6400802-99,grama,1,true
6400802-99,pedaco,16,false
6400802-99,quilo,1000,false
6400802-99,unidade,140,false
6400908-2,colher de arroz/servir,55,false
6400908-2,colher de sopa,35,false
6400908-2,grama,1,true
6400908-2,pedaco,50,false
6400908-2,porcao,70,false
6400908-2,quilo,1000,false
6400908-5,grama,1,true
6400908-5,porcao,70,false
6400908-5,quilo,1000,false
6400908-7,colher de sopa,35,false
6400908-7,grama,1,true
6400908-7,quilo,1000,false
6400908-13,colher de sopa,35,false
6400908-13,grama,1,true
6400908-13,quilo,1000,false
6401001-1,colher de arroz/servir,22,false
6401001-1,colher de sopa,11,false
6401001-1,escumadeira,22,false
6401001-1,fatia,4,false
6401001-1,grama,1,true
6401001-1,pegador,11,false
6401001-1,porcao,90,false
6401001-1,quilo,1000,false
6401001-1,rodela,12.5,false
6401001-1,unidade,25,false
6401001-2,colher de sopa,11,false
6401001-2,grama,1,true
6401001-2,pegador,11,false
6401001-2,porcao,90,false
6401001-2,quilo,1000,false
6401001-2,unidade,25,false
6401001-12,grama,1,true
6401001-12,pegador,11,false
6401001-12,quilo,1000,false
6401001-12,unidade,25,false
6401101-1,colher de arroz/servir,38,false
6401101-1,colher de sobremesa,8,false
6401101-1,colher de sopa,16,false
6401101-1,concha,76,false
6401101-1,fatia,12,false
6401101-1,grama,1,true
6401101-1,pedaco,12,false
6401101-1,pegador,16,false
6401101-1,porcao,42,false
6401101-1,prato de sobremesa,168,false
6401101-1,quilo,1000,false
6401101-1,rodela,12,false
6401101-1,unidade,140,false
6401101-2,colher de arroz/servir,38,false
6401101-2,colher de sobremesa,10,false
6401101-2,colher de sopa,20,false
6401101-2,concha,76,false
6401101-2,escumadeira,45,false
6401101-2,fatia,12,false
6401101-2,garfada,20,false
6401101-2,grama,1,true
6401101-2,metade,62.5,false
6401101-2,pedaco,12,false
6401101-2,pegador,20,false
6401101-2,pires,84,false
6401101-2,porcao,43,false
6401101-2,prato de sobremesa,168,false
6401101-2,prato raso,168,false
6401101-2,quilo,1000,false
6401101-2,rodela,12,false
6401101-2,unidade,125,false
6401101-2,unidade pequena,75,false
6401101-2,xicara de cha,84,false
6401101-7,colher de arroz/servir,38,false
6401101-7,colher de sopa,20,false
6401101-7,grama,1,true
6401101-7,porcao,43,false
6401101-7,quilo,1000,false
6401101-12,fatia,12,false
6401101-12,grama,1,true
6401101-12,porcao,43,false
6401101-12,quilo,1000,false
6401101-15,concha,130,false
6401101-15,grama,1,true
6401101-15,quilo,1000,false
6401101-99,grama,1,true
6401101-99,pedaco,12,false
6401101-99,porcao,42,false
6401101-99,quilo,1000,false
6401101-99,rodela,12,false
6401201-1,banda,60,false
6401201-1,colher de arroz/servir,40,false
6401201-1,colher de sobremesa,6,false
6401201-1,colher de sopa,12,false
6401201-1,concha,48,false
6401201-1,copo americano,48,false
6401201-1,copo grande,96,false
6401201-1,copo medio,96,false
6401201-1,escumadeira,48,false
6401201-1,fatia,5,false
6401201-1,grama,1,true
6401201-1,pedaco,5,false
6401201-1,pegador,12,false
6401201-1,porcao,38,false
6401201-1,prato raso,48,false
6401201-1,quilo,1000,false
6401201-1,rodela,5,false
6401201-1,unidade,120,false
6401201-1,unidade pequena,55,false
6401201-2,colher de arroz/servir,40,false
6401201-2,colher de sopa,25,false
6401201-2,concha,48,false
6401201-2,escumadeira,48,false
6401201-2,fatia,5,false
6401201-2,grama,1,true
6401201-2,metade,50,false
6401201-2,pedaco,5,false
6401201-2,pegador,25,false
6401201-2,pires,48,false
6401201-2,porcao,35,false
6401201-2,quilo,1000,false
6401201-2,rodela,5,false
6401201-2,tigela,48,false
6401201-2,unidade,100,false
6401201-2,unidade pequena,46,false
6401201-2,xicara de cha,48,false
6401201-5,colher de arroz/servir,40,false
6401201-5,grama,1,true
6401201-5,porcao,35,false
6401201-5,quilo,1000,false
6401201-7,colher de arroz/servir,40,false
6401201-7,colher de sobremesa,12.5,false
6401201-7,colher de sopa,25,false
6401201-7,concha,48,false
6401201-7,escumadeira,48,false
6401201-7,grama,1,true
6401201-7,porcao,35,false
6401201-7,quilo,1000,false
6401201-7,rodela,5,false
6401201-8,colher de arroz/servir,40,false
6401201-8,concha,48,false
6401201-8,grama,1,true
6401201-8,quilo,1000,false
6401201-10,grama,1,true
6401201-10,quilo,1000,false
6401201-10,unidade pequena,46,false
6401201-11,colher de arroz/servir,40,false
6401201-11,grama,1,true
6401201-11,quilo,1000,false
6401201-11,unidade,100,false
6401201-12,colher de arroz/servir,40,false
6401201-12,garfada,25,false
6401201-12,grama,1,true
6401201-12,porcao,35,false
6401201-12,quilo,1000,false
6401201-13,colher de arroz/servir,40,false
6401201-13,colher de sopa,25,false
6401201-13,grama,1,true
6401201-13,pedaco,5,false
6401201-13,porcao,35,false
6401201-13,quilo,1000,false
6401201-15,colher de arroz/servir,40,false
6401201-15,grama,1,true
6401201-15,quilo,1000,false
6401201-15,unidade,100,false
6401201-99,colher de sopa,12,false
6401201-99,copo americano,48,false
6401201-99,copo grande,96,false
6401201-99,copo medio,96,false
6401201-99,grama,1,true
6401201-99,quilo,1000,false
6401201-99,unidade,120,false
6401301-2,grama,1,true
6401301-2,porcao,30,false
6401301-2,quilo,1000,false
6401301-7,grama,1,true
6401301-7,porcao,30,false
6401301-7,quilo,1000,false
6401601-1,grama,1,true
6401601-1,quilo,1000,false
6401801-5,grama,1,true
6401801-5,porcao,110,false
6401801-5,quilo,1000,false
6500101-99,concha,110,false
6500101-99,grama,1,true
6500101-99,prato fundo,375,false
6500101-99,prato raso,195,false
6500101-99,quilo,1000,false
6500101-99,xicara de cha,115,false
6500104-99,copo medio,230,false
6500104-99,grama,1,true
6500104-99,quilo,1000,false
6500105-99,colher de arroz/servir,55,false
6500105-99,colher de cha,13.5,false
6500105-99,colher de sobremesa,27,false
6500105-99,colher de sopa,37,false
6500105-99,copo americano,115,false
6500105-99,copo de requeijao,230,false
6500105-99,copo grande,230,false
6500105-99,copo medio,230,false
6500105-99,grama,1,true
6500105-99,porcao,195,false
6500105-99,prato fundo,375,false
6500105-99,prato raso,195,false
6500105-99,quilo,1000,false
6500105-99,xicara de cha,115,false
