indicator,sex,month,l,m,s
BMI_TO_AGE,MALE,187,-1.414300,20.202600,0.125140
BMI_TO_AGE,MALE,188,-1.402200,20.262100,0.125280
BMI_TO_AGE,MALE,189,-1.390000,20.321100,0.125410
BMI_TO_AGE,MALE,190,-1.377700,20.379600,0.125540
BMI_TO_AGE,MALE,191,-1.365300,20.437600,0.125670
BMI_TO_AGE,MALE,192,-1.352900,20.495100,0.125790
BMI_TO_AGE,MALE,193,-1.340300,20.552100,0.125910
BMI_TO_AGE,MALE,194,-1.327700,20.608500,0.126030
BMI_TO_AGE,MALE,195,-1.314900,20.664400,0.126150
BMI_TO_AGE,MALE,196,-1.302100,20.719700,0.126270
BMI_TO_AGE,MALE,197,-1.289200,20.774500,0.126380
BMI_TO_AGE,MALE,198,-1.276200,20.828700,0.126500
BMI_TO_AGE,MALE,199,-1.263100,20.882400,0.126610
BMI_TO_AGE,MALE,200,-1.249900,20.935500,0.126720
BMI_TO_AGE,MALE,201,-1.236600,20.988100,0.126830
BMI_TO_AGE,MALE,202,-1.223300,21.040000,0.126940
BMI_TO_AGE,MALE,203,-1.209800,21.091400,0.127040
BMI_TO_AGE,MALE,204,-1.196200,21.142300,0.127150
BMI_TO_AGE,MALE,205,-1.182600,21.192500,0.127260
BMI_TO_AGE,MALE,206,-1.168800,21.242300,0.127360
BMI_TO_AGE,MALE,207,-1.155000,21.291400,0.127460
BMI_TO_AGE,MALE,208,-1.141000,21.340000,0.127560
BMI_TO_AGE,MALE,209,-1.127000,21.388000,0.127670
BMI_TO_AGE,MALE,210,-1.112900,21.435400,0.127770
BMI_TO_AGE,MALE,211,-1.098600,21.482200,0.127870
BMI_TO_AGE,MALE,212,-1.084300,21.528500,0.127970
BMI_TO_AGE,MALE,213,-1.069900,21.574200,0.128070
BMI_TO_AGE,MALE,214,-1.055300,21.619300,0.128160
BMI_TO_AGE,MALE,215,-1.040700,21.663800,0.128260
BMI_TO_AGE,MALE,216,-1.026000,21.707700,0.128360
BMI_TO_AGE,MALE,217,-1.011200,21.751000,0.128450
BMI_TO_AGE,MALE,218,-0.996200,21.793700,0.128550
BMI_TO_AGE,MALE,219,-0.981200,21.835800,0.128640
BMI_TO_AGE,MALE,220,-0.966100,21.877300,0.128740
BMI_TO_AGE,MALE,221,-0.950900,21.918200,0.128830
BMI_TO_AGE,MALE,222,-0.935600,21.958500,0.128930
BMI_TO_AGE,MALE,223,-0.920200,21.998200,0.129020
BMI_TO_AGE,MALE,224,-0.904800,22.037400,0.129110
BMI_TO_AGE,MALE,225,-0.889200,22.076000,0.129200
BMI_TO_AGE,MALE,226,-0.873500,22.114000,0.129300
BMI_TO_AGE,MALE,227,-0.857800,22.151400,0.129390
BMI_TO_AGE,MALE,228,-0.841900,22.188300,0.129480
